user_id,content_id,revenue_amount,revenue_type,transaction_date
75516,120,49.81,Subscription,2022-09-04
50236,118,9.54,Advertisement,2023-04-16
88476,993,7.95,Subscription,2022-11-23
55940,1605,8.35,Subscription,2023-02-24
42386,3537,72.75,In-app Purchase,2023-01-15
33114,2619,10.53,Advertisement,2021-01-11
65497,4276,2.32,In-app Purchase,2021-04-03
35605,2219,51.91,Advertisement,2023-01-21
64551,4762,25.18,In-app Purchase,2021-09-23
41212,4891,4.74,Advertisement,2022-03-06
75591,4518,4.83,Subscription,2021-04-16
33438,447,7.11,Subscription,2023-04-17
28080,4177,8.6,Advertisement,2022-09-07
1122,2279,8.03,Subscription,2021-12-24
33613,2424,31.89,Advertisement,2023-04-14
78285,3990,12.76,Subscription,2022-12-09
31021,4417,8.92,Advertisement,2023-04-18
33591,3879,2.79,Advertisement,2022-04-11
76120,133,40.4,Subscription,2023-02-03
26195,2221,8.67,In-app Purchase,2023-04-14
81764,2530,7.7,Advertisement,2023-02-17
6062,2406,6.79,Advertisement,2022-09-29
36981,892,6.22,Subscription,2023-03-04
249,2386,2.52,Subscription,2021-06-09
24984,4509,11.57,Advertisement,2023-01-03
53342,187,4.46,Advertisement,2021-11-29
61867,4074,39.05,Subscription,2023-04-07
47682,684,6.76,Subscription,2023-02-23
95857,1542,5.57,Advertisement,2022-09-02
63044,637,3.97,In-app Purchase,2022-11-26
64826,1354,1.41,In-app Purchase,2021-06-06
35443,18,43.8,In-app Purchase,2022-07-20
42276,1392,92.73,Advertisement,2022-07-05
19567,769,7.84,Advertisement,2022-08-04
5737,2145,14.72,In-app Purchase,2022-05-22
88610,4180,7.11,Advertisement,2023-02-23
67039,4247,8.09,Advertisement,2020-10-05
29852,1383,17.62,Advertisement,2022-03-11
63793,4205,8.46,Subscription,2022-09-22
82761,1466,4.63,Subscription,2022-12-30
72894,3679,23.64,Subscription,2022-11-15
36517,1228,1.61,Advertisement,2021-03-01
8255,3937,12.98,Advertisement,2022-06-16
30465,1997,42.83,Advertisement,2023-03-02
98011,3239,8.35,Advertisement,2023-01-26
80148,836,3.45,Advertisement,2023-03-10
79018,2187,2.74,Advertisement,2023-04-16
12813,1941,10.33,Advertisement,2022-07-30
38661,1862,5.34,Subscription,2021-01-19
91046,4874,14.66,Advertisement,2021-10-07
84972,3093,23.71,Advertisement,2022-04-27
61958,775,12.57,In-app Purchase,2021-12-20
7642,3553,4.55,Subscription,2022-12-09
78847,2760,6.88,Advertisement,2022-12-11
92525,1237,4.22,Advertisement,2023-04-08
58383,4522,23.08,Advertisement,2022-09-18
6247,1183,21.65,Advertisement,2022-08-09
24223,1607,0.27,Advertisement,2022-12-03
29944,944,126.03,Subscription,2022-10-28
8262,3155,2.64,Advertisement,2021-08-30
2345,1776,29.51,Advertisement,2022-10-27
28601,4507,6.17,Advertisement,2022-04-21
52183,88,6.09,Advertisement,2023-04-11
33960,390,77.53,Advertisement,2023-03-24
25802,4278,12.27,Advertisement,2020-09-16
64650,4900,14.02,Advertisement,2021-06-26
27543,2744,12.42,Advertisement,2021-11-18
3504,81,3.52,Advertisement,2021-07-12
88292,4039,9.0,In-app Purchase,2022-10-09
82350,2818,91.5,Advertisement,2022-03-09
89614,2156,12.62,In-app Purchase,2022-08-19
27222,1003,35.98,Advertisement,2021-04-04
25284,669,7.19,Subscription,2022-04-29
22544,484,4.43,Advertisement,2021-12-15
77986,3501,25.66,Advertisement,2022-06-11
49262,1128,7.82,Advertisement,2022-10-28
46843,2734,24.48,Advertisement,2023-03-20
75684,1428,3.34,Advertisement,2021-09-07
53635,143,9.69,Subscription,2023-04-02
21393,4809,9.45,Advertisement,2022-04-23
22197,1455,8.78,Subscription,2023-03-19
70605,880,4.82,Advertisement,2022-08-11
93171,3007,15.16,Advertisement,2022-01-11
27566,991,12.89,Subscription,2022-01-25
99952,3251,13.09,In-app Purchase,2023-03-24
4069,2725,26.71,Subscription,2022-02-11
95740,4025,3.51,Advertisement,2021-07-02
90932,1034,33.19,Advertisement,2022-04-20
10580,3325,5.28,Advertisement,2023-01-11
16799,3375,3.32,Advertisement,2022-09-27
19754,4198,17.95,Subscription,2022-06-18
79225,1302,18.41,Advertisement,2022-11-02
10591,1909,23.07,Advertisement,2022-03-14
90521,3514,2.48,Subscription,2022-11-18
69157,2950,31.74,Advertisement,2022-02-19
93996,146,9.75,Advertisement,2023-02-26
61055,1890,8.28,Advertisement,2022-11-20
58208,2968,3.62,Subscription,2022-03-27
90550,3094,12.32,Advertisement,2022-12-11
73690,4600,29.43,Subscription,2022-07-07
63575,4542,20.83,Advertisement,2022-07-24
46822,1970,4.08,In-app Purchase,2023-03-18
98838,4943,13.71,Advertisement,2021-08-14
21609,1823,19.36,Advertisement,2022-05-13
3970,3690,4.37,Subscription,2022-08-18
29462,4232,5.81,Subscription,2021-01-07
57688,2557,11.77,Subscription,2022-11-26
10641,3310,11.94,Subscription,2022-04-02
3942,2064,7.79,Advertisement,2023-04-18
32714,2776,9.21,Advertisement,2022-08-19
12551,934,16.3,Advertisement,2022-12-24
17263,2778,13.13,Advertisement,2023-01-16
34239,1814,16.63,Advertisement,2023-03-23
48913,3764,5.39,In-app Purchase,2022-08-17
53476,4891,21.44,Subscription,2023-04-07
67599,12,2.9,Subscription,2022-02-12
49902,730,11.75,Advertisement,2021-04-03
8771,2261,5.8,Subscription,2023-03-07
40411,3115,5.12,In-app Purchase,2023-02-24
82494,1584,9.5,Advertisement,2022-06-05
94543,176,26.3,In-app Purchase,2023-03-03
6662,4937,2.42,Subscription,2021-09-23
44572,4407,178.01,Advertisement,2022-06-06
43360,3547,9.01,Subscription,2022-05-18
70429,3262,28.28,Advertisement,2022-09-15
33444,1231,3.83,Advertisement,2022-11-01
7276,1967,9.75,Subscription,2020-07-12
74035,2639,6.44,Advertisement,2022-08-28
66997,4835,193.73,Advertisement,2022-10-24
26769,3051,16.38,Subscription,2023-02-07
82927,1171,36.26,Advertisement,2023-01-22
79641,2746,7.87,Advertisement,2022-07-06
10146,1634,5.98,Advertisement,2022-08-16
50836,1734,44.97,Advertisement,2023-02-15
33424,3382,3.94,In-app Purchase,2023-02-18
7784,2825,21.78,Subscription,2022-05-14
17823,906,26.49,Subscription,2023-03-31
79932,3810,23.11,Advertisement,2021-02-23
41771,1882,18.01,Advertisement,2022-07-08
93886,651,9.08,Advertisement,2022-07-06
3523,1757,8.76,Advertisement,2023-03-25
79518,2335,7.61,In-app Purchase,2021-09-23
74179,4537,15.87,Advertisement,2021-10-23
55520,173,46.71,In-app Purchase,2021-11-24
26590,3902,53.49,Advertisement,2023-04-01
92236,1846,2.64,Subscription,2023-04-01
46571,616,37.8,Advertisement,2023-04-15
97034,500,5.15,Subscription,2023-03-17
84515,1173,6.04,Subscription,2023-01-04
94231,4039,37.88,In-app Purchase,2022-11-19
38382,3371,61.5,Subscription,2022-06-20
44929,879,28.79,In-app Purchase,2023-04-16
77871,3895,7.49,Advertisement,2023-01-15
16192,1112,1.03,Advertisement,2022-08-03
15760,2204,4.47,In-app Purchase,2022-04-11
59759,1680,14.31,Advertisement,2021-11-12
25512,682,8.0,Subscription,2022-06-28
54596,4118,21.9,Advertisement,2022-06-19
74653,863,5.28,Advertisement,2023-04-15
24499,239,7.41,Advertisement,2022-08-31
64510,3306,12.0,Advertisement,2023-01-30
30112,4053,11.93,Subscription,2023-02-20
39945,698,24.0,In-app Purchase,2022-08-08
2729,1238,4.93,Advertisement,2023-02-12
25450,3795,42.61,Subscription,2023-03-18
26628,3553,3.42,Advertisement,2022-07-21
18197,984,5.24,Advertisement,2023-02-25
74300,3718,3.25,Advertisement,2022-12-30
34740,3624,39.55,Advertisement,2022-12-23
2390,2081,37.93,Subscription,2021-07-01
829,4573,24.48,Advertisement,2023-01-20
2230,2716,20.08,Advertisement,2023-03-23
58920,4114,8.73,Advertisement,2023-03-19
25671,3193,5.4,Advertisement,2022-03-11
19309,1537,1.11,Advertisement,2022-06-22
66135,582,4.9,Subscription,2022-11-19
42588,3798,59.61,Advertisement,2021-04-01
23215,4822,30.74,Advertisement,2022-10-27
69110,3683,7.36,Subscription,2023-04-03
26954,3347,8.08,Advertisement,2023-01-11
73939,3619,22.27,Advertisement,2022-10-29
91974,2030,4.49,Advertisement,2022-08-19
48267,4286,1.42,Subscription,2023-04-09
56003,2718,17.4,Advertisement,2022-01-19
20408,1364,38.63,In-app Purchase,2022-10-01
18992,1312,8.76,Advertisement,2023-02-01
91762,3609,22.45,Advertisement,2021-01-13
42940,2802,5.67,Advertisement,2023-04-11
3446,3334,3.52,Subscription,2021-12-31
65994,3079,10.37,In-app Purchase,2023-03-14
62499,2691,1.63,In-app Purchase,2022-10-01
60959,299,5.85,Advertisement,2021-06-14
2689,2005,3.84,Advertisement,2022-02-12
83197,892,4.55,Advertisement,2021-07-23
87758,1478,5.23,Advertisement,2022-11-26
44490,2968,7.04,Advertisement,2022-09-10
82893,587,25.49,Subscription,2023-02-17
67158,2970,11.73,Subscription,2023-03-12
79039,1057,16.24,In-app Purchase,2023-04-10
51998,3624,37.89,Advertisement,2021-11-29
70300,446,16.46,Advertisement,2021-03-05
49713,1706,7.74,Advertisement,2022-12-15
54580,2130,31.52,Advertisement,2021-05-10
79145,4337,2.97,Subscription,2021-06-17
85262,2153,9.69,Advertisement,2023-01-01
62463,3069,20.12,Subscription,2022-07-24
52597,2310,16.79,In-app Purchase,2023-04-08
41819,2085,26.81,Advertisement,2023-04-16
96671,1117,6.99,Advertisement,2023-04-06
3775,4724,1.7,Subscription,2023-03-16
6925,876,7.14,Subscription,2022-05-10
90403,943,2.12,Advertisement,2023-02-01
5757,277,11.88,Subscription,2022-11-18
67488,2887,8.65,Subscription,2023-01-24
77893,1999,2.65,Advertisement,2023-03-14
93462,607,8.96,Advertisement,2023-04-18
73907,4577,27.7,In-app Purchase,2021-07-05
22329,3492,11.13,Subscription,2022-07-21
52107,2948,5.98,Advertisement,2023-04-10
3462,2428,1.35,Subscription,2023-03-12
95078,4525,6.06,Subscription,2022-02-05
45133,3833,24.47,Advertisement,2023-01-16
28297,2570,5.85,Subscription,2021-01-17
45881,998,14.12,Advertisement,2022-06-16
13241,3596,9.47,In-app Purchase,2022-10-17
70749,3819,39.73,Advertisement,2022-12-16
66370,1492,2.28,Advertisement,2022-12-06
57468,1760,7.04,Subscription,2023-04-17
78119,836,27.71,Advertisement,2023-04-02
634,3705,10.07,Advertisement,2022-10-27
18692,2995,13.14,Subscription,2022-02-17
42828,429,10.97,In-app Purchase,2022-10-02
57003,2042,13.38,Advertisement,2022-08-14
91208,1180,26.48,Advertisement,2022-12-05
85830,1238,15.14,Advertisement,2021-12-02
28548,3805,8.76,Subscription,2023-04-13
53431,2543,22.79,In-app Purchase,2021-12-18
4492,2948,30.24,Advertisement,2021-03-30
86429,4487,22.45,Advertisement,2021-02-06
89471,677,2.89,Advertisement,2022-02-01
48490,1117,4.74,Advertisement,2021-05-06
22990,550,21.08,Advertisement,2023-03-01
94282,3182,7.45,Subscription,2023-02-07
37417,3458,31.38,In-app Purchase,2021-11-23
8657,1041,10.96,Subscription,2022-04-28
72626,2774,17.04,Advertisement,2021-09-08
97715,1081,62.39,Advertisement,2022-06-29
47229,2892,30.59,In-app Purchase,2023-01-16
9399,3161,17.46,Advertisement,2022-06-03
81625,1672,8.64,Advertisement,2023-02-19
95438,2521,14.05,In-app Purchase,2023-02-13
25129,696,6.45,Advertisement,2022-07-01
40703,1251,4.1,Subscription,2022-11-15
65717,565,100.66,Advertisement,2023-01-17
29428,4391,11.18,Advertisement,2022-06-28
70271,663,16.58,Advertisement,2023-03-15
66458,1325,41.33,Advertisement,2022-01-07
6358,1799,5.27,Advertisement,2021-01-30
95500,4321,6.87,In-app Purchase,2021-12-07
27949,1582,14.77,Advertisement,2023-02-06
1586,4930,28.8,In-app Purchase,2022-11-21
55694,4208,0.44,Subscription,2022-06-07
82809,536,11.35,Advertisement,2023-01-07
13765,85,11.79,Advertisement,2022-12-07
528,4880,75.18,Advertisement,2021-07-20
62511,3873,6.34,Advertisement,2022-12-15
60575,2370,3.29,Advertisement,2022-09-04
24226,504,11.9,Advertisement,2022-07-01
31657,2554,8.18,Subscription,2023-04-08
34281,4909,4.09,Subscription,2020-10-30
17685,2893,16.75,Advertisement,2021-08-27
11765,938,22.7,Subscription,2022-06-26
93659,4434,28.29,Subscription,2022-10-13
57974,863,5.93,Advertisement,2022-01-08
37047,1647,25.73,Advertisement,2021-11-23
93934,1051,4.34,Advertisement,2022-11-04
55760,3153,5.56,Advertisement,2021-09-23
65326,4425,4.71,Subscription,2021-03-07
87925,1081,15.68,Advertisement,2022-05-16
35253,4365,52.06,Advertisement,2023-04-09
94119,71,9.74,In-app Purchase,2022-11-07
37607,1588,26.09,Advertisement,2023-03-07
1908,2171,6.09,Advertisement,2021-03-21
41186,3322,16.28,Advertisement,2023-03-18
42711,4201,17.47,Subscription,2023-01-07
64108,3859,24.94,Subscription,2023-04-08
73962,3063,7.77,Advertisement,2023-01-26
56152,581,40.71,Advertisement,2023-01-29
62691,3154,2.11,Advertisement,2022-03-15
37945,2204,4.22,Advertisement,2022-11-09
78318,1051,8.4,Subscription,2022-08-10
54231,1494,21.08,Advertisement,2023-03-05
47850,1615,5.16,Subscription,2021-04-28
34977,1393,26.1,Advertisement,2023-03-02
92736,56,7.09,Advertisement,2023-03-23
56826,849,3.97,Subscription,2022-06-15
85286,4828,30.74,Advertisement,2021-07-02
24425,1780,3.19,Advertisement,2022-03-18
58187,3742,26.06,In-app Purchase,2021-12-07
86448,1243,4.65,In-app Purchase,2022-12-25
93641,2610,13.17,Advertisement,2022-09-17
20694,1992,17.6,Advertisement,2022-12-11
63622,1982,34.2,Advertisement,2020-11-13
93273,746,9.04,Subscription,2022-09-21
18725,4428,5.65,Advertisement,2022-11-03
76403,2079,7.41,Advertisement,2023-01-01
78932,3442,5.13,Advertisement,2022-11-12
99700,3590,19.88,Advertisement,2022-09-06
39856,2070,40.74,Advertisement,2020-12-10
86024,925,3.73,Subscription,2021-12-09
57585,2392,5.97,Subscription,2022-06-14
76098,2588,18.65,Advertisement,2021-06-21
62183,4558,38.62,Advertisement,2022-02-15
38481,4156,3.86,Subscription,2022-02-16
76958,1240,6.42,Subscription,2021-09-03
21633,1028,3.66,Subscription,2022-04-05
41693,1310,5.65,In-app Purchase,2020-11-06
55606,1135,2.82,Advertisement,2021-08-14
23082,2987,7.24,Subscription,2022-09-30
95032,3908,37.0,Subscription,2021-04-04
43790,3509,19.75,Advertisement,2022-08-04
80484,434,8.32,In-app Purchase,2022-01-23
3147,438,13.22,Advertisement,2022-04-21
48640,1622,22.74,Subscription,2022-10-19
54845,3091,9.81,Advertisement,2022-11-19
42064,453,132.42,Subscription,2021-10-27
93584,3779,17.03,Advertisement,2022-06-08
87507,3224,2.61,Advertisement,2022-11-23
74299,3375,1.59,In-app Purchase,2021-08-27
91657,936,4.12,Subscription,2022-11-17
84723,4190,4.29,Advertisement,2023-01-24
72980,2011,18.2,In-app Purchase,2022-06-06
62824,2142,10.0,Advertisement,2022-12-29
21023,811,15.89,Subscription,2022-12-04
78575,192,5.67,Subscription,2022-01-26
89252,4500,4.07,Advertisement,2022-08-08
61036,208,1.56,In-app Purchase,2022-12-19
29444,1283,4.82,Advertisement,2022-10-26
26498,2479,13.43,Advertisement,2023-02-28
70232,1478,8.05,Subscription,2022-05-28
60808,2457,6.85,Subscription,2022-03-18
86460,4934,7.16,Advertisement,2022-12-09
66140,747,120.73,Advertisement,2021-11-24
23975,882,159.83,Advertisement,2023-03-09
59738,27,7.85,Advertisement,2021-11-27
79481,3939,17.93,Advertisement,2022-06-15
96598,1363,25.35,Subscription,2023-02-12
32224,3154,7.56,Advertisement,2021-08-31
82,3523,22.09,Advertisement,2021-11-21
22072,950,90.54,Advertisement,2022-02-07
7634,4087,4.89,Advertisement,2022-02-28
82144,916,15.92,Advertisement,2021-01-28
57211,2283,22.3,Subscription,2023-04-18
13862,4649,14.23,Advertisement,2023-03-27
45748,1335,38.12,Subscription,2022-09-12
57223,2481,4.76,Advertisement,2022-12-17
74573,818,16.95,Advertisement,2023-03-15
94038,486,4.42,Advertisement,2022-08-14
96442,1660,36.45,Advertisement,2020-10-01
84180,840,5.66,Subscription,2021-08-06
29430,581,23.91,Subscription,2022-10-22
71401,2275,38.53,Advertisement,2022-06-18
30062,1190,3.13,Advertisement,2020-08-24
74234,2447,4.49,Advertisement,2023-03-18
37797,49,11.49,Advertisement,2022-07-14
15065,1454,2.3,Subscription,2021-10-30
74603,160,12.94,Advertisement,2022-06-14
43700,3320,1.79,In-app Purchase,2021-02-12
7677,3486,8.45,Advertisement,2022-09-28
89038,2131,61.02,Subscription,2021-04-14
99115,3334,3.5,Subscription,2022-10-27
79380,1807,28.64,Advertisement,2021-04-11
59060,1353,31.43,Advertisement,2022-05-02
25140,4746,6.59,Advertisement,2023-03-10
57916,4103,1.99,Subscription,2022-06-05
58786,3954,16.57,Subscription,2022-11-13
57972,343,7.97,Advertisement,2022-08-19
35616,2968,5.16,Advertisement,2022-08-11
46674,2807,16.61,Advertisement,2021-10-09
53129,1210,24.16,Subscription,2022-07-25
63826,1759,12.23,Advertisement,2021-05-31
20032,4425,23.69,In-app Purchase,2022-03-10
75841,2026,15.26,In-app Purchase,2022-11-21
56932,4657,25.24,Advertisement,2022-08-03
75808,2891,25.87,Advertisement,2021-12-20
50800,592,9.59,Subscription,2022-12-03
34674,365,8.91,Advertisement,2022-04-01
21240,3596,3.19,Advertisement,2021-09-13
45005,380,11.92,Subscription,2023-02-10
57105,2257,13.65,Subscription,2021-07-07
58569,3504,2.24,In-app Purchase,2022-03-29
16638,3586,16.28,Subscription,2022-03-29
18322,1073,18.82,Advertisement,2023-02-19
56653,4218,2.38,Advertisement,2022-10-06
24430,4141,9.33,Advertisement,2022-07-18
47696,198,5.71,Subscription,2021-12-24
44401,1401,4.05,Advertisement,2022-12-25
46202,3501,15.72,Advertisement,2023-02-02
80781,3374,5.86,Subscription,2021-10-19
9251,728,8.47,Advertisement,2023-04-08
29589,2344,26.82,Advertisement,2021-09-13
37470,1958,12.64,Advertisement,2022-05-02
58493,1820,6.24,Advertisement,2022-11-16
26965,1275,9.09,Advertisement,2022-12-02
87983,4960,3.8,Advertisement,2022-11-11
47948,4999,10.05,Subscription,2023-02-05
79344,2617,20.89,In-app Purchase,2023-03-19
52089,4837,8.6,Subscription,2020-11-20
46908,552,1.79,Advertisement,2023-02-04
73038,2265,4.8,Subscription,2022-09-25
40615,1466,1.72,Advertisement,2022-06-28
27259,2120,89.36,Subscription,2022-10-11
59633,2653,8.45,Advertisement,2022-07-13
95117,3846,8.35,Advertisement,2023-04-11
68969,701,8.16,Advertisement,2023-02-15
42120,2706,26.21,Subscription,2023-03-04
1721,3625,17.76,Subscription,2022-10-02
28833,4705,3.19,Advertisement,2022-09-04
30559,4977,5.45,Advertisement,2023-03-10
1776,753,5.03,Advertisement,2023-02-21
99118,1558,3.08,Subscription,2023-01-10
48281,2602,21.31,Subscription,2021-12-01
80707,4557,2.94,Advertisement,2020-10-29
58145,2569,5.11,In-app Purchase,2023-03-03
75364,739,6.6,Advertisement,2023-02-20
25790,4089,20.79,Advertisement,2022-04-09
8674,4468,1.83,Advertisement,2022-03-11
62533,1747,11.01,Advertisement,2022-01-08
82633,1716,15.58,Subscription,2023-03-01
61503,2576,10.63,In-app Purchase,2021-12-24
55545,4882,20.72,Advertisement,2022-07-28
88238,2736,15.56,Subscription,2023-03-28
72812,3262,3.6,Subscription,2023-01-29
87058,4307,15.52,Advertisement,2021-07-25
48044,761,11.46,In-app Purchase,2023-03-04
23826,730,11.65,Advertisement,2022-10-12
4669,2624,5.92,Subscription,2022-09-06
23833,1018,6.18,Subscription,2023-01-23
15468,1921,151.24,Subscription,2021-10-17
39108,3271,17.02,Subscription,2023-02-25
16957,2827,14.46,Subscription,2022-09-21
17336,1486,5.93,Subscription,2023-02-12
40489,4336,8.4,Subscription,2023-04-15
48825,3365,2.78,In-app Purchase,2022-12-10
48484,4530,10.78,Advertisement,2022-12-10
46265,4441,5.22,Advertisement,2021-10-29
16547,1553,68.66,Advertisement,2021-08-06
77001,4914,5.47,Subscription,2023-03-13
70330,3321,20.75,Advertisement,2022-12-03
23008,4560,4.27,Advertisement,2020-08-13
8751,4171,8.18,Subscription,2022-04-15
21121,1827,2.03,Advertisement,2023-02-06
28993,3897,2.24,Advertisement,2023-01-01
31156,628,98.05,In-app Purchase,2023-01-24
33636,1904,10.28,In-app Purchase,2023-04-17
79808,177,31.56,Subscription,2022-11-09
51443,4306,2.54,Advertisement,2022-09-05
33676,3562,10.17,Advertisement,2021-12-15
83681,1987,14.03,Advertisement,2022-04-19
75679,2532,21.21,In-app Purchase,2022-09-13
18210,395,10.32,In-app Purchase,2021-01-21
55994,1885,32.21,Advertisement,2022-05-21
90294,4623,6.01,In-app Purchase,2021-08-17
81253,2486,11.93,Subscription,2022-06-23
46373,200,5.94,Subscription,2020-11-08
67768,2366,14.86,Advertisement,2022-04-05
8461,3291,6.79,Subscription,2022-06-06
91632,1810,1.49,In-app Purchase,2022-04-04
48876,4601,4.74,In-app Purchase,2021-11-04
71158,1420,7.17,Subscription,2022-10-12
43844,4202,8.0,Advertisement,2023-03-12
71623,1795,19.59,Subscription,2023-03-04
30454,792,11.6,Advertisement,2021-04-25
43439,3534,0.56,Advertisement,2022-02-11
22237,1564,18.93,Advertisement,2022-08-10
78086,4531,10.04,Advertisement,2022-12-11
1370,4391,98.97,Subscription,2022-09-10
90528,4726,3.31,Subscription,2023-02-17
53020,11,54.0,Advertisement,2022-12-10
3942,2600,13.17,Advertisement,2023-04-15
15132,3312,22.43,Advertisement,2020-11-01
71908,688,2.66,Advertisement,2023-03-22
65737,2825,0.33,Subscription,2023-03-04
77886,1955,40.82,In-app Purchase,2022-09-04
13758,2699,5.77,Advertisement,2021-02-12
32984,3200,6.82,Advertisement,2021-09-24
33830,2838,12.3,In-app Purchase,2022-09-04
35185,2525,13.93,In-app Purchase,2023-01-12
1641,4000,4.03,Advertisement,2023-04-19
15058,4180,1.84,Advertisement,2022-08-28
42158,1702,3.79,Subscription,2020-12-23
40324,2275,36.62,Subscription,2021-06-08
10720,3905,10.91,Advertisement,2022-05-13
49003,179,6.87,Advertisement,2022-10-01
27306,275,3.25,Subscription,2022-09-07
83580,4347,12.46,Advertisement,2022-01-12
36785,1722,12.9,Advertisement,2021-06-14
86478,5000,10.28,Advertisement,2022-09-28
53884,1143,24.57,Advertisement,2021-08-30
10840,2678,11.33,Advertisement,2022-11-06
77954,4224,21.96,Advertisement,2022-10-29
39868,1367,51.65,Advertisement,2021-08-17
19771,226,8.58,Subscription,2022-04-05
43876,3479,9.57,In-app Purchase,2022-07-31
95074,1667,0.85,Subscription,2021-05-18
5137,4633,19.64,Subscription,2022-09-28
2708,1436,5.77,In-app Purchase,2022-05-19
9735,3541,7.87,In-app Purchase,2022-10-19
19939,505,2.72,Advertisement,2023-01-24
96623,752,11.04,Subscription,2020-12-21
55817,4876,2.19,Subscription,2022-05-06
93997,3305,11.13,Advertisement,2023-02-10
44447,3479,4.37,Subscription,2022-05-10
91686,4590,15.48,Subscription,2022-01-27
32067,3862,3.47,Advertisement,2022-09-19
84713,29,4.87,Subscription,2023-01-18
35029,950,25.68,Advertisement,2022-10-03
9249,194,5.76,Advertisement,2023-03-22
20392,4115,42.08,Advertisement,2023-03-13
36891,3664,13.68,Advertisement,2021-11-15
63465,217,12.05,Subscription,2022-10-15
66779,130,5.14,Subscription,2021-08-21
47096,2739,17.62,Subscription,2021-12-08
3321,698,5.0,Advertisement,2022-12-17
60611,804,19.83,Advertisement,2022-06-23
39483,4451,5.34,Subscription,2023-02-15
54686,427,10.61,Advertisement,2023-04-18
2188,2298,1.54,Advertisement,2022-11-04
52725,3215,8.53,Subscription,2022-10-24
49377,985,24.14,Subscription,2022-05-08
29493,1726,15.09,Subscription,2022-12-18
83908,4620,26.13,Subscription,2023-01-11
16953,4696,1.47,Advertisement,2023-02-22
20976,3750,12.72,Advertisement,2022-09-24
85553,2316,2.15,Advertisement,2023-01-22
32232,1117,4.35,Subscription,2023-02-16
43097,2851,4.32,Subscription,2022-08-18
28235,1431,3.05,Subscription,2023-04-13
14762,2743,2.98,Advertisement,2022-10-29
37089,2176,6.3,Advertisement,2023-03-24
49734,2998,3.26,Advertisement,2021-10-18
59044,976,19.76,Advertisement,2021-10-11
13431,1919,48.02,Subscription,2023-01-28
36693,969,22.59,Subscription,2023-01-04
4433,3529,8.13,Advertisement,2023-02-07
26853,2124,5.39,Advertisement,2023-01-17
41583,2757,11.94,Advertisement,2022-07-18
51132,4514,16.8,Subscription,2022-08-24
97339,787,11.95,Advertisement,2022-07-06
43685,3594,5.46,Advertisement,2021-09-18
42910,634,2.74,Advertisement,2022-02-11
85069,3004,3.76,Advertisement,2023-03-06
49410,4441,18.48,In-app Purchase,2023-02-28
9282,866,24.78,Advertisement,2021-11-26
52760,4424,2.61,In-app Purchase,2023-04-13
60003,2221,2.36,Subscription,2022-12-08
70711,93,1.26,In-app Purchase,2023-03-22
17706,2877,4.61,Subscription,2022-03-27
88832,1212,40.71,Advertisement,2022-11-30
66352,3178,16.0,Subscription,2022-04-23
66229,2727,8.45,Subscription,2022-12-28
93436,595,0.86,Advertisement,2022-04-19
21597,3323,5.8,In-app Purchase,2023-03-03
14969,3066,4.76,Advertisement,2023-02-01
65227,3900,2.98,Advertisement,2020-11-12
75027,1827,15.08,Advertisement,2022-08-07
77816,4717,34.48,Advertisement,2023-04-13
86732,3050,11.22,Subscription,2022-08-04
74305,2944,16.01,Subscription,2023-04-16
80878,292,27.7,Subscription,2023-03-31
74265,1534,3.57,Advertisement,2022-11-18
44342,2875,24.77,Advertisement,2020-12-30
37890,4584,36.83,Subscription,2023-03-21
81145,4390,11.58,Advertisement,2022-04-16
8391,4312,8.27,Advertisement,2022-02-09
73406,4972,53.69,Advertisement,2022-06-11
53394,3257,3.43,In-app Purchase,2023-01-16
6341,282,19.0,Advertisement,2021-09-28
10953,2639,4.15,Advertisement,2023-04-03
65281,2813,26.26,Subscription,2023-02-14
50067,998,12.08,Advertisement,2022-12-01
25819,1157,10.94,Advertisement,2023-03-29
6355,3531,15.03,Advertisement,2022-02-20
69841,4216,5.58,Subscription,2021-10-19
76049,414,11.07,Advertisement,2023-03-11
7862,1840,14.4,In-app Purchase,2022-09-07
73342,4385,3.21,Subscription,2022-12-15
66857,888,8.08,Advertisement,2023-04-11
14585,111,9.11,Advertisement,2023-03-20
19426,1018,41.6,Advertisement,2022-04-07
91261,1834,8.84,Advertisement,2023-02-25
22128,3813,2.4,Subscription,2022-11-07
391,1050,10.83,In-app Purchase,2022-10-18
28120,2336,6.1,In-app Purchase,2023-04-04
29405,4010,20.12,Advertisement,2021-09-22
82174,1769,20.7,Advertisement,2022-12-20
45746,16,10.57,Advertisement,2022-07-31
61784,4404,34.28,Advertisement,2023-02-19
32470,2412,18.3,Subscription,2021-12-08
91106,4073,10.36,Subscription,2022-01-13
94958,4168,2.67,Advertisement,2022-01-18
53697,125,11.38,Advertisement,2023-03-02
98757,4803,33.21,Advertisement,2021-12-20
32815,4557,28.17,Subscription,2023-02-16
67498,306,48.42,Advertisement,2023-01-22
7564,4818,93.89,Advertisement,2023-04-11
58163,4509,6.5,Subscription,2022-06-07
58707,4460,8.47,Advertisement,2021-09-16
98320,1669,7.72,Advertisement,2022-11-22
6277,4298,7.26,Subscription,2021-08-21
85775,3092,56.83,Subscription,2023-04-02
5614,4058,11.08,Subscription,2022-11-20
43950,3683,3.08,Subscription,2022-11-13
66907,113,4.3,Advertisement,2023-03-08
9460,1802,4.93,Advertisement,2022-12-25
